"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that invalid author IDs return 400 Bad Request","417","checkDeleteInvalidAuthorIdShouldReturnBadRequest(String) DELETE /Authors/$ should return 400 Bad Request","","Tue Oct 07 20:14:05 UTC 2025","passed","Tue Oct 07 20:14:06 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteInvalidAuthorIdShouldReturnBadRequest"
"Verify that deleting an existing book returns 204 No Content and subsequent GET returns 404 Not Found","1227","checkDeleteExistingBookShouldReturnOkAndBookShouldBeGone()","","Tue Oct 07 20:14:36 UTC 2025","passed","Tue Oct 07 20:14:37 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteExistingBookShouldReturnOkAndBookShouldBeGone"
"Verify GET /Authors/authors/books/{idBook} returns 404 for invalid or missing books","414","checkGetAuthorsByNonexistentBookIdShouldReturnBadRequest(String) GET /Authors/authors/books/0 → should return 404 for nonexistent book ID","","Tue Oct 07 20:14:08 UTC 2025","failed","Tue Oct 07 20:14:08 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorsByNonexistentBookIdShouldReturnBadRequest"
"Verify all Author IDs are unique","5","checkAuthorIdsAreUnique()","","Tue Oct 07 20:14:11 UTC 2025","passed","Tue Oct 07 20:14:11 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkAuthorIdsAreUnique"
"Verify GET /Authors returns non-empty list and all fields are valid","1019","checkGetAllAuthorsShouldReturnValidList()","","Tue Oct 07 20:14:14 UTC 2025","passed","Tue Oct 07 20:14:15 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAllAuthorsShouldReturnValidList"
"Verify deleting a non-existent author returns 404 Not Found","452","checkDeleteNonexistentAuthorShouldReturnNotFound()","","Tue Oct 07 20:14:02 UTC 2025","failed","Tue Oct 07 20:14:02 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteNonexistentAuthorShouldReturnNotFound"
"Verify that invalid book IDs return 400 Bad Request","399","checkDeleteInvalidBookIdShouldReturnBadRequest(String) DELETE /Books/$ should return 400 Bad Request","","Tue Oct 07 20:14:35 UTC 2025","passed","Tue Oct 07 20:14:35 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteInvalidBookIdShouldReturnBadRequest"
"Verify GET /Authors/authors/books/{idBook} returns 404 for invalid or missing books","436","checkGetAuthorsByNonexistentBookIdShouldReturnBadRequest(String) GET /Authors/authors/books/-1 → should return 404 for nonexistent book ID","","Tue Oct 07 20:14:08 UTC 2025","failed","Tue Oct 07 20:14:09 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorsByNonexistentBookIdShouldReturnBadRequest"
"Create a book with a title that includes mixed characters","391","checkCreateBookWithMixedCharacters(SoftAssertions)","","Tue Oct 07 20:14:32 UTC 2025","passed","Tue Oct 07 20:14:33 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithMixedCharacters"
"Verify that invalid book IDs return 400 Bad Request","409","checkDeleteInvalidBookIdShouldReturnBadRequest(String) DELETE /Books/! should return 400 Bad Request","","Tue Oct 07 20:14:34 UTC 2025","passed","Tue Oct 07 20:14:34 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteInvalidBookIdShouldReturnBadRequest"
"Verify updating a book with null fields returns 400 Bad Request","808","checkUpdateBookWithNullFieldsShouldReturnBadRequest()","","Tue Oct 07 20:14:52 UTC 2025","failed","Tue Oct 07 20:14:52 UTC 2025","","com.fakeRestApi.tests.book.UpdateBooksTests","com.fakeRestApi.tests.book.UpdateBooksTests","checkUpdateBookWithNullFieldsShouldReturnBadRequest"
"Verify that all book IDs are unique across the list","3","checkReturnedBookIdsAreUnique()","","Tue Oct 07 20:14:41 UTC 2025","passed","Tue Oct 07 20:14:41 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkReturnedBookIdsAreUnique"
"Verify that creating a book with identical data twice is allowed and both return the same book data","814","checkUserCanCreateBookWithSameDataTwice(SoftAssertions)","","Tue Oct 07 20:14:31 UTC 2025","passed","Tue Oct 07 20:14:32 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkUserCanCreateBookWithSameDataTwice"
"Verify that invalid book IDs return 400 Bad Request","412","checkDeleteInvalidBookIdShouldReturnBadRequest(String) DELETE /Books/null should return 400 Bad Request","","Tue Oct 07 20:14:35 UTC 2025","passed","Tue Oct 07 20:14:36 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteInvalidBookIdShouldReturnBadRequest"
"Verify that books are returned in sequential order by ID","81","checkBooksReturnedInSequentialOrder(SoftAssertions)","","Tue Oct 07 20:14:46 UTC 2025","passed","Tue Oct 07 20:14:46 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkBooksReturnedInSequentialOrder"
"Verify updating a book with empty strings returns 400 Bad Request","807","checkUpdateBookWithEmptyFieldsShouldReturn400()","","Tue Oct 07 20:14:52 UTC 2025","passed","Tue Oct 07 20:14:53 UTC 2025","","com.fakeRestApi.tests.book.UpdateBooksTests","com.fakeRestApi.tests.book.UpdateBooksTests","checkUpdateBookWithEmptyFieldsShouldReturn400"
"PUT /Authors/{id} with non-numeric path should return 400","407","checkShouldReturn400WhenPathIsNonNumeric()","","Tue Oct 07 20:14:25 UTC 2025","passed","Tue Oct 07 20:14:26 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","checkShouldReturn400WhenPathIsNonNumeric"
"Verify that creating duplicate authors is allowed and returns same data (fake API behavior)","998","checkCreateDuplicateAuthorIsAllowed(SoftAssertions)","","Tue Oct 07 20:14:00 UTC 2025","passed","Tue Oct 07 20:14:01 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateDuplicateAuthorIsAllowed"
"Verify GET /Authors/{id} returns 400 Bad Request for malformed IDs","441","checkGetAuthorWithInvalidIdShouldReturnBadRequest(String) GET /Authors/abc → should return 400 Bad Request","","Tue Oct 07 20:14:11 UTC 2025","passed","Tue Oct 07 20:14:11 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithInvalidIdShouldReturnBadRequest"
"Verify updating a book without a request body returns 400 Bad Request","5","checkUpdateBookWithoutBodyShouldReturnBadRequest()","","Tue Oct 07 20:14:52 UTC 2025","broken","Tue Oct 07 20:14:52 UTC 2025","","com.fakeRestApi.tests.book.UpdateBooksTests","com.fakeRestApi.tests.book.UpdateBooksTests","checkUpdateBookWithoutBodyShouldReturnBadRequest"
"PUT /Authors/{id} should return 400 when lastName is blank","1038","checkShouldReturnBadRequestWhenLastNameBlank(String) [2]  ","","Tue Oct 07 20:14:22 UTC 2025","failed","Tue Oct 07 20:14:23 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","checkShouldReturnBadRequestWhenLastNameBlank"
"Verify that creating a book with empty all fields returns 400 Bad Request","431","checkUserCanCreateBookWithEmptyFields()","","Tue Oct 07 20:14:30 UTC 2025","passed","Tue Oct 07 20:14:30 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkUserCanCreateBookWithEmptyFields"
"Verify GET /Authors/authors/books/{idBook} returns authors related to that book","651","checkGetAuthorsByBookIdShouldReturnRelatedAuthors(SoftAssertions)","","Tue Oct 07 20:14:13 UTC 2025","passed","Tue Oct 07 20:14:14 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorsByBookIdShouldReturnRelatedAuthors"
"PUT /Authors/{id} should return 400 when firstName is blank","1119","checkShouldReturnBadRequestWhenFirstNameBlank(String) [2]  ","","Tue Oct 07 20:14:19 UTC 2025","failed","Tue Oct 07 20:14:20 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","checkShouldReturnBadRequestWhenFirstNameBlank"
"Verify GET /Authors/{id} returns 404 Not Found for nonexistent IDs","451","checkGetAuthorWithNonexistentIdShouldReturnBadRequest(String) GET /Authors/0 → should return 404 Not Found","","Tue Oct 07 20:14:09 UTC 2025","passed","Tue Oct 07 20:14:10 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithNonexistentIdShouldReturnBadRequest"
"Verify that each next book has an earlier publish date than the previous one (newest to oldest order)","28","checkBooksPublishDateIsChronologicallyDecreasing()","","Tue Oct 07 20:14:43 UTC 2025","passed","Tue Oct 07 20:14:43 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkBooksPublishDateIsChronologicallyDecreasing"
"Verify that creating a book with a past publish date is allowed and the date is stored correctly","629","checkCreateBookWithPastPublishDate(SoftAssertions)","","Tue Oct 07 20:14:26 UTC 2025","passed","Tue Oct 07 20:14:26 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithPastPublishDate"
"Verify updating a non-existent book returns 404 Not Found","409","checkUpdateNonExistentBookShouldReturnNotFound()","","Tue Oct 07 20:14:53 UTC 2025","failed","Tue Oct 07 20:14:54 UTC 2025","","com.fakeRestApi.tests.book.UpdateBooksTests","com.fakeRestApi.tests.book.UpdateBooksTests","checkUpdateNonExistentBookShouldReturnNotFound"
"Verify that invalid author IDs return 400 Bad Request","414","checkDeleteInvalidAuthorIdShouldReturnBadRequest(String) DELETE /Authors/! should return 400 Bad Request","","Tue Oct 07 20:14:05 UTC 2025","passed","Tue Oct 07 20:14:05 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteInvalidAuthorIdShouldReturnBadRequest"
"Verify that invalid author IDs return 400 Bad Request","411","checkDeleteInvalidAuthorIdShouldReturnBadRequest(String) DELETE /Authors/abc should return 400 Bad Request","","Tue Oct 07 20:14:04 UTC 2025","passed","Tue Oct 07 20:14:05 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteInvalidAuthorIdShouldReturnBadRequest"
"Verify GET /Authors/{id} returns 400 Bad Request for malformed IDs","451","checkGetAuthorWithInvalidIdShouldReturnBadRequest(String) GET /Authors/! → should return 400 Bad Request","","Tue Oct 07 20:14:11 UTC 2025","passed","Tue Oct 07 20:14:11 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithInvalidIdShouldReturnBadRequest"
"Verify GET /Authors/{id} returns 400 Bad Request for malformed IDs","441","checkGetAuthorWithInvalidIdShouldReturnBadRequest(String) GET /Authors/null → should return 400 Bad Request","","Tue Oct 07 20:14:12 UTC 2025","passed","Tue Oct 07 20:14:13 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithInvalidIdShouldReturnBadRequest"
