"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify GET /Books/{id} returns the correct book when using a valid random ID","622","checkGetBookByRandomIdShouldReturnValidBookById()","","Tue Oct 07 11:49:15 UTC 2025","passed","Tue Oct 07 11:49:16 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookByRandomIdShouldReturnValidBookById"
"PUT /Authors/{id} should return 400 when body ID mismatches path ID","758","checkShouldReturnBadRequestOnIdMismatch()","","Tue Oct 07 11:48:51 UTC 2025","failed","Tue Oct 07 11:48:52 UTC 2025","","com.fakeRestApi.tests.author.UpdateAuthorsTests","com.fakeRestApi.tests.author.UpdateAuthorsTests","checkShouldReturnBadRequestOnIdMismatch"
"Verify that deleting an existing author returns 200 OK and subsequent GET returns 404 Not Found","916","checkDeleteExistingAuthorShouldReturnOkAndAuthorShouldBeGone()","","Tue Oct 07 11:48:42 UTC 2025","failed","Tue Oct 07 11:48:43 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteExistingAuthorShouldReturnOkAndAuthorShouldBeGone"
"Verify creating author with only one populated field behaves as expected","299","checkCreateAuthorWithSingleField(String) Create author with single field: lastName","","Tue Oct 07 11:48:39 UTC 2025","passed","Tue Oct 07 11:48:40 UTC 2025","","com.fakeRestApi.tests.author.CreateAuthorsTests","com.fakeRestApi.tests.author.CreateAuthorsTests","checkCreateAuthorWithSingleField"
"Verify that creating a book with identical data twice is allowed and both return the same book data","563","checkUserCanCreateBookWithSameDataTwice()","","Tue Oct 07 11:49:03 UTC 2025","passed","Tue Oct 07 11:49:03 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkUserCanCreateBookWithSameDataTwice"
"Create a book with a title that includes mixed characters","294","checkCreateBookWithMixedCharacters()","","Tue Oct 07 11:49:04 UTC 2025","passed","Tue Oct 07 11:49:04 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithMixedCharacters"
"Verify GET /Authors/{id} returns 400 Bad Request for malformed IDs","290","checkGetAuthorWithInvalidIdShouldReturn400(String) GET /Authors/$ → should return 400 Bad Request","","Tue Oct 07 11:48:49 UTC 2025","passed","Tue Oct 07 11:48:49 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithInvalidIdShouldReturn400"
"Verify that creating a book with empty all fields returns 400 Bad Request","320","checkUserCanCreateBookWithEmptyFields()","","Tue Oct 07 11:49:02 UTC 2025","passed","Tue Oct 07 11:49:02 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkUserCanCreateBookWithEmptyFields"
"Verify GET /Authors/authors/books/{idBook} returns 404 for invalid or missing books","299","checkGetAuthorsByNonexistentBookIdShouldReturn404(String) GET /Authors/authors/books/999999 → should return 404 for nonexistent book ID","","Tue Oct 07 11:48:47 UTC 2025","failed","Tue Oct 07 11:48:47 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorsByNonexistentBookIdShouldReturn404"
"Verify that invalid book IDs return 400 Bad Request","298","checkDeleteInvalidBookIdShouldReturn400(String) DELETE /Books/! should return 400 Bad Request","","Tue Oct 07 11:49:06 UTC 2025","passed","Tue Oct 07 11:49:07 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteInvalidBookIdShouldReturn400"
