"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that deleting an existing book returns 204 No Content and subsequent GET returns 404 Not Found","1047","checkDeleteExistingBookShouldReturnOkAndBookShouldBeGone()","","Tue Oct 07 11:57:36 UTC 2025","passed","Tue Oct 07 11:57:37 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteExistingBookShouldReturnOkAndBookShouldBeGone"
"Verify that invalid book IDs return 400 Bad Request","353","checkDeleteInvalidBookIdShouldReturn400(String) DELETE /Books/ю should return 400 Bad Request","","Tue Oct 07 11:57:37 UTC 2025","passed","Tue Oct 07 11:57:38 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteInvalidBookIdShouldReturn400"
"Verify GET /Authors/authors/books/{idBook} returns 404 for invalid or missing books","359","checkGetAuthorsByNonexistentBookIdShouldReturn404(String) GET /Authors/authors/books/-1 → should return 404 for nonexistent book ID","","Tue Oct 07 11:57:15 UTC 2025","failed","Tue Oct 07 11:57:15 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorsByNonexistentBookIdShouldReturn404"
"Verify GET /Books/{id} returns 400 Bad Request when ID is invalid","387","checkGetBookWithInvalidIdShouldReturnBadRequest(String) GET /Books/abc should return 400 Bad Request","","Tue Oct 07 11:57:42 UTC 2025","passed","Tue Oct 07 11:57:42 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookWithInvalidIdShouldReturnBadRequest"
"Verify that creating a book with empty fields except 'publishDate' returns 400 Bad Request","348","checkUserCanCreateBookWithEmptyFieldsExceptDate()","","Tue Oct 07 11:57:34 UTC 2025","passed","Tue Oct 07 11:57:34 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkUserCanCreateBookWithEmptyFieldsExceptDate"
"Verify GET /Books/{id} returns 400 Bad Request when ID is invalid","382","checkGetBookWithInvalidIdShouldReturnBadRequest(String) GET /Books/$ should return 400 Bad Request","","Tue Oct 07 11:57:43 UTC 2025","passed","Tue Oct 07 11:57:43 UTC 2025","","com.fakeRestApi.tests.book.GetBooksApiTests","com.fakeRestApi.tests.book.GetBooksApiTests","checkGetBookWithInvalidIdShouldReturnBadRequest"
"Verify GET /Authors/{id} returns 400 Bad Request for malformed IDs","357","checkGetAuthorWithInvalidIdShouldReturn400(String) GET /Authors/ю → should return 400 Bad Request","","Tue Oct 07 11:57:18 UTC 2025","passed","Tue Oct 07 11:57:18 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithInvalidIdShouldReturn400"
"Verify deleting a non-existent book returns 404 Not Found","327","checkDeleteNonexistentBookShouldReturnNotFound()","","Tue Oct 07 11:57:38 UTC 2025","failed","Tue Oct 07 11:57:39 UTC 2025","","com.fakeRestApi.tests.book.DeleteBooksTests","com.fakeRestApi.tests.book.DeleteBooksTests","checkDeleteNonexistentBookShouldReturnNotFound"
"Verify GET /Authors/{id} returns 400 Bad Request for malformed IDs","363","checkGetAuthorWithInvalidIdShouldReturn400(String) GET /Authors/$ → should return 400 Bad Request","","Tue Oct 07 11:57:18 UTC 2025","passed","Tue Oct 07 11:57:18 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithInvalidIdShouldReturn400"
"Verify that invalid author IDs return 400 Bad Request","361","checkDeleteInvalidAuthorIdShouldReturn400(String) DELETE /Authors/! should return 400 Bad Request","","Tue Oct 07 11:57:12 UTC 2025","passed","Tue Oct 07 11:57:12 UTC 2025","","com.fakeRestApi.tests.author.DeleteAuthorsTests","com.fakeRestApi.tests.author.DeleteAuthorsTests","checkDeleteInvalidAuthorIdShouldReturn400"
"Verify creating a Book with only one populated field behaves as expected","352","checkCreateBookWithSingleField(String) Create Book with only field: pageCount","","Tue Oct 07 11:57:31 UTC 2025","passed","Tue Oct 07 11:57:31 UTC 2025","","com.fakeRestApi.tests.book.CreateBooksTests","com.fakeRestApi.tests.book.CreateBooksTests","checkCreateBookWithSingleField"
"Verify GET /Authors/{id} returns 404 Not Found for nonexistent IDs","356","checkGetAuthorWithNonexistentIdShouldReturn404(String) GET /Authors/0 → should return 404 Not Found","","Tue Oct 07 11:57:19 UTC 2025","passed","Tue Oct 07 11:57:19 UTC 2025","","com.fakeRestApi.tests.author.GetAuthorsTests","com.fakeRestApi.tests.author.GetAuthorsTests","checkGetAuthorWithNonexistentIdShouldReturn404"
